	home_id	scores_cleanliness	scores_location	review_id	comments
1965	7077910	9.0	10.0	52096802	"Dina was very helpful to us even prior to our arrival. She was cooperative and willing to permit an earlier arrival time. Although we didn't end up needing the early check-in, she was very flexible and responsive to our request. Dina checked in with us a few times during our two week stay and was responsive to our questions throughout our visit.

Overall, we were happy staying at the Ballard townhouse. The location is fabulous. We were a short walk to the library and a variety of restaurants and shops. The locks and botanical garden are also a short walk away. The year-round farmer's market is fabulous. Be sure to get the doughnuts! They are the best. The location couldn't be better to access all of the fun of Ballard. 

While we were generally content with our stay, we were intially taken aback by the state of the townhouse. While it was obviously cleaned for us (baths and kitchen tidy, floors swept and vaccuumed, beds freshly made, fresh towels placed in all baths) , it looked a little ""worn"". The walls were banged up (many marks, patched but not painted in a variety of spots) and the carpet had many stains. There was only one picture hanging in the whole house with a number of empty picture hooks throughout. The house generally has the feeling that someone lived there but moved out and left a bunch of stuff behind.

There were several issues with the master bedroom. While there is an overhead ceiling fan and light, the light was not functional. There was a post-it with instructions for the overhead light but at the bottom of the note it said the light may not work so just use the lamps instead. There were two small lamps for lighting but only one lamp worked. Fortunately, the closet light worked. Another issue with the master bedroom is that one of the closet doors had fallen off and was standing in the closet. As this was a safety concern for our two-year old, we had to move the closet door to another safer location. The dressers in both bedrooms were generally not usable. The drawers were either stuck or without bottoms all together. The master closet had nice shelving that we could use and there were some hangers in the closet.

The kitchen generally had all that we needed with some searching. The kitchen cabinets were full which made it challenging for us since we were staying for two weeks and had brought a few things for our temporary home. We were able to rearrange the cupboards a bit to make space for our items. There was a vareity of items for cooking such as oil and salt and pepper which was very helpful. We were very pleased to have a washer and dryer to use.

While the Ballard townhome is in a great location, has a lovely host,  and easily accomodates a large group/family, aesthetically it could use some TLC. 

"
1966	7077910	9.0	10.0	52971722	Dina's house was a great find for our trip! It truly felt like staying with family. The location was wonderful - being able to walk to restaurants and bars around the house was such a treat! Dina was incredibly responsive to any question that came up. We truly appreciate all the accommodations for our stay!
1967	7077910	9.0	10.0	55193951	Had a lovely time staying with my family at the townhouse. It was very nice and clean and was fully furnished with everything we needed to for the week we were there. We were even able to cook thanksgiving dinner without any issue! The location and just overall functionality of the townhouse was great, and I would definitely look forward to another opportunity to stay here. Thanks so much for letting us use your home!
3595	20928	10.0	10.0	34338491	My stay at Brad and Liz's was exactly what I was looking for. Both Brad and Liz were very friendly and welcoming. The space was very comfortable with a cozy bed with nice linen, a small table and kitchenette and even a couch. It was all very comfortable. I only wish I had more time to enjoy the lovely gardens out back! 
3596	20928	10.0	10.0	34753607	My girlfriend and I stayed 3 nights in Brad & Liz's new basement studio and had all the space and accommodations we needed throughout. There is super easy access to food and transit. I don't want to suggest this space was only adequate - If you grant Airbnb the status of being a radical, modern way of redistributing human access to resources, Brad & Liz are at the top of that evolutionary food chain. If their availability calendar ever overlaps with the need for a place to stay in Seattle, don't hesitate.
3597	20928	10.0	10.0	34971766	"Love the convenient location to Ballard/Freemont and more.  Both Brad & Liz made us feel very comfortable, as if we were good friends!

The actual basement ""apt."" was very clean, tidy & updated decor`.  The use of the garden area was a special treat as the weather was fabulous!  

We will be back Brad & Liz!  "
3598	20928	10.0	10.0	35475344	We did not meet Brad and Liz as they were out of town. They made arrangements though for a friend to welcome us and be available during our stay. The one thing I would add to the current listing is that the entry to the basement guest room is down a steep set of stairs that would be difficult for anyone having mobility issues.
3599	20928	10.0	10.0	35822706	"Brad and Liz's place was great! The location is beautiful and right by some very cool places to visit. I definitely recommend the Ballard Locks and the Ballard Sunday Farmer's Market. The basement ""apt"" had everything we needed. Access to a fridge and microwave is so helpful. And the gardens are lovely! We knew we were in good hands!"
3600	20928	10.0	10.0	37094309	Great place to stay!  Although our hosts were out of town, it was no problem getting in and around.  Had several options left in case we did need anything.  Great room with everything we needed, great location near to transit.  Well-maintained home and beautiful yard!  
3601	20928	10.0	10.0	37657965	"Brad and Liz were amazing Airbnb hosts.  They are very knowledgeable and friendly -- we loved chatting with them when running into each other.  They know the area very well and are wonderful people all-around.

Their house in Ballard was warm, welcoming, and felt just like home -- the basement room (which did not at all feel like a basement) was nice and cold during the recent heat wave.  They provided everything we could have possibly needed and then some. The bed was super comfortable and the kitchenette/dining area was extremely convenient. (Oh, and they have the two sweetest kitties hanging around the yard!)

The neighborhood is safe and interesting, too -- we loved it.  There's lots of cute shops and restaurants/bars nearby, as well as a variety of more nature-y things to do (Ballard Locks, Golden Gardens, etc).  We miss Ballard already!"
3602	20928	10.0	10.0	38296995	Liz and Brad welcomed us by chatting and explaining all about the place where we would call home for the next five days.  The apartment was clean, comfortable and more than adequate for our home away from home.  Even the coffee was good (good coffee with a french press maker) and we are picky!  The sitting are in the back yard is beautiful, whimsical, full of all kinds of flowers.  Brad and Liz are always busy working on something creative and industrious.  We really liked staying here for five days.  It was great place to spring from.  The neighborhood is fun too with lots going on and great eating places.
3603	20928	10.0	10.0	38612887	Absolutely wonderful space to stay in! Location was perfect, an easy walk to many nice cafes including Cafe Besalu. Sheets on the bed are super soft. Kitchenette has all the necessities: cups, flatware, cutting board, teapot, electric kettle, and mini fridge. Brad and Liz are excellent hosts, we felt very welcome. They gave us great recommendations for new places to check out in Ballard. It was very easy to access public transportation from this location too when we needed to head downtown or catch the bus up to Mount Vernon. We will definitely miss Jasper the cat and the lovely garden. 
3604	20928	10.0	10.0	38868755	Listing description is accurate. We were very comfortable and Brad and Liz live in a great neighborhood -- in a quiet are that is walking distance to the main commercial strip and the Locks.
3605	20928	10.0	10.0	39515183	Brad contacted us before check in to make sure everything was good and to make sure that they would be around when we were expecting to arrive.  Brad and Liz seemed eager to meet us, and Liz showed us all around the beautiful garden and our room.  While she showed us around she was giving us lots of great information of Seattle and Ballard, while answering any question only a local would know.  The home has lots of great character and we even got to try our first fig from their tree.  It was truly a pleasure to stay on their property.  
3606	20928	10.0	10.0	40456910	Brad & Liz are wonderful easygoing and interesting hosts. Their home including the place you'll be staying is very comfortable and clean. The area of Ballard is gorgeous and it's an easy public transport connection to Downtown. Stay here, and like me, you will fall in love with Seattle
3607	20928	10.0	10.0	41090267	Very kind and helpful couple. Great and very comfortable space in a beautiful house and garden.   Great Neighborhood too. Would love to be back there.
3608	20928	10.0	10.0	42262665	"Liz and Brad are just great hosts, and provided a welcoming atmosphere the moment we arrived for our week long stay.  The two resident cats, Jasper and Lily, are just so sweet and friendly. This was our first experience with Airbnb, and we couldn't be happier.  We walked through a delightful rose garden full of colorful flowering plants as we walked to and from our entrance, and this provided such a good atmosphere. 

 The quiet  location was perfect as  it was an easy walk to the Chittenden Locks, and picturesque downtown Ballard with all the great eating places and Farmer's Market on Sunday. Golden Gardens Beach is a short drive with a great walking trail. We took the #40 bus to downtown Seattle, so it was very convenient  for many reasons including ample parking.

 The bed was very comfortable with soft sheets.  In fact, I'm missing the bed!!!   The kitchenette had beautiful new cabinets, and the entire space is very light and airy due to large windows even though it is in the basement.  

Also, it was fun to spend a little time at the hosts' joint birthday party in the rose garden with their delightful friends. It was a good feeling to be included.   I am missing the Seattle area, and look forward to a return trip one day, and a chance to enjoy the Victorian home once more."
3609	20928	10.0	10.0	42695476	That was a great first stay at an airbnb. Brad and Liz accommodated our late arrival time with no difficulty, the place was just as advertised, and we had plenty of space. The bed was comfy- super soft sheets! We had a chance to visit with our hosts and they are fantastic people. I would absolutely stay here again. I'm allergic to cats (they have cats in the house) so I discussed that with Brad beforehand. He was quick to respond and answered all of my questions. My allergies did not bother me at all here. Overall, great visit. Thanks!
3610	20928	10.0	10.0	43625974	Brad and Liz were great, the room was clean, and in a great location.  Would definitely stay here again. Again, great hosts.
3611	20928	10.0	10.0	43929993	"Brad and Liz were great. They were very welcoming and gave us some great tips about the area!
The space was very nice & comfortable and very close to a lot of great shopping and. Dining.
We wouldn't hesitate to stay again!"
3612	20928	10.0	10.0	44420025	This is a very nice private bit of the house and we really enjoyed our stay here. Brad and Liz are super friendly and it was lovely to chat to them. I would highly recommend staying here! Also, Ballard is a lovely area... plenty of shops, cafes and restaurants.
3613	20928	10.0	10.0	44773867	We had a great stay at Brad and Liz's beautiful house. The apartment was very clean and spacious with everything we needed including a beautiful garden. brad was available very late to let us  in, show us around and give us pointers on where to go in the neighborhood. We were walking distance to all of the bars, restaurants and shops in Ballard and had a great time exploring the area and relaxing in the garden. Would definitely stay here again!
3614	20928	10.0	10.0	45092551	This was an excellent place to stay in the beautiful neighborhood. The people were great and caring of us. The outside garden in the cats were great. Jacuzzi was fantastic as was the bed.  They should install a motion detector for the stairs going down to apartment.  If you forget to turn the light on at noon and come home at midnight it's dark.  Definately will return. 
3615	20928	10.0	10.0	45411052	Great space in a great neighborhood. Easy street parking. Very welcoming hosts! An absolutely charming house!
3616	20928	10.0	10.0	45783579	Everything as described, very cute and cozy space, essentially an entire unit as opposed to a rented room. Brad and Liz were very hospitable and made my trip a great experience. Thanks! 
3617	20928	10.0	10.0	46389130	Brad and Liz were great hosts, very pleasant and kind.The space was very clean, with coffee, tea and a mini fridge and kitchenette available for use. They also left maps of Seattle and info about things to do which was a great touch. The private entry was convenient for when we stayed out a little later. And lastly, the location was perfect! 
3618	20928	10.0	10.0	46601697	Brad and Liz were very responsive from the beginning. They were flexible when our arrival times changed. The apartment was great and matches the description accurately.   The property was beautiful and the neighborhood was convenient and walkable.  I would definitely stay there again.
3619	20928	10.0	10.0	47643082	When we arrived, Brad showed us around the room/bathroom where we would be sleeping and getting ready, and then he sat down with us and chatted about what kinds of things there were to do around the area. He was extremely friendly and made great suggestions as to where to eat, what venues to check out, etc. He and Liz live in a beautiful residential neighborhood within walking area of breakfast places, nightlife, the bus system, and even the beach. We always felt safe walking back late at night and really loved the area. 
3620	20928	10.0	10.0	48756966	Great basement studio with everything you need for a few days or a week. Close enough to Ballard shops and restaurants and adequate public transport to the rest of Seattle.  
3621	20928	10.0	10.0	49268346	Great experience - Brad was a super nice guy and everything was there as promised. Very easy to get in and out of the house, didn't have to disturb them either which was nice. Would stay again!
3622	20928	10.0	10.0	49638067	Brad and Liz have a wonderful home! The space they rent is beautiful and well maintained - the Internet is speedy, the bed is comfy, and the neighborhood is quiet but near lots of lovely restaurants. They were kind and welcoming hosts, and I'd recommend them with 100% enthusiasm :) thank you both for having us! 
3623	20928	10.0	10.0	49887988	Brad and Liz's home is comfortable and situated in a really fun part of Ballard. Brad gave us a brief orientation to the neighborhood when we arrived which was really helpful. While we spent minimal time in the Alchemist's Den, it was a nice, quiet outpost to explore Ballard and the rest of Seattle from for a couple of days. Thanks Brad and Liz!
3624	20928	10.0	10.0	50122356	"Beautiful lower-level space in Brad and Liz's home, situated in a really cool city neighborhood. Brad was easily reached via cell and very warm and welcoming upon my arrival.  The place is equipped nicely with a very comfortable futon bed and sweet leather couch.  Nicely appointed bathroom is outside the actual space.  The garden outside is gorgeous and the two resident cats are very sweet and friendly. The location (Ballard) is very chill and features a lot of interesting places to hang out, as do the adjacent areas.  

This was my first experience renting a place like this and as far as I'm concerned, it was absolutely a home run in every way for me.  Next time I'm planning a Seattle trip, I will be checking these folks' availability first.   Thanks Brad and Liz.  "
3625	20928	10.0	10.0	50494440	Brad and Liz were very welcoming and easy to talk to. If you love books, you should be in heaven as there are books everywhere! The pictures are accurate, the location is awesome! Thank you!
3626	20928	10.0	10.0	51288816	Brad and Liz were very welcoming and fun to talk with. My husband and I had a pleasant and relaxed stay.  We enjoyed the cats and the yard and the quiet neighborhood. The room was comfortable and as described, but the room is directly under the livingroom so you will hear a bit of upstairs activity.  We made good use of the kitchenette and wifi. The deep bath was a plus. We were out and about mostly; it was easy to walk to restaurants and the Locks from their charming home.   Thanks Brad and Liz.
3627	20928	10.0	10.0	51574748	"Great space. Great people! 
Highly Recommended!"
3628	20928	10.0	10.0	51818522	Very nice place to stay in a very good neighborhood. Clean and set up nicely with plenty of room new furnishings. Of course you are staying in someone's home in a private area, so you will hear normal family sounds in the main part of the house. Cats are a plus! Large comfortable room, bed is excellent. Garden level so its a great place to sleep in late!
3629	20928	10.0	10.0	53342006	The room we stayed in was perfect for myself and my husband. We had lots of privacy however, felt comfortable asking Brad for anything we needed and he was accessible. The neighborhood was awesome and located in walking distance to downtown Ballard, which was so cute! I highly recommend staying here if you can, we had a wonderful experience. 
3630	20928	10.0	10.0	53862287	Brad and Liz welcomed me directly. They were very warm and deeply fascinating. I had to put in effort not to monopolize Brad's time. The neighborhood was perfect for my needs and, while I didn't get to walk around as much as I would have liked, the area has a lot within easy walking distance. Their daylight basement was also comfy, cozy, and perfect for my needs.
3631	20928	10.0	10.0	54487248	Very accommodating hosts, cute unique space with all the essentials. Was exactly what I needed. The location is an easy to walk to buses to get downtown and very close to some beautiful parks! The only things to note: the shower is a bit non traditional and took some getting used to. It's not a completely private separate space, but the hosts were respectful and it was not a problem. I enjoyed my time here and would recommend it. 
3632	20928	10.0	10.0	55102098	My parter and I stayed with Brad and Liz over the Thanksgiving holiday and enjoyed the space very much.  Our hosts were friendly and welcoming and the neighbourhood is quite lovely and close to all Ballard has to offer, which is quite a bit.  The bed was comfortable as described...and I am not a futon fan.   All this and just three blocks from the people we were visiting!  Changes?  Just one:  Unscented, 'green' laundry products.  Otherwise -full marks!
3633	20928	10.0	10.0	55670694	"Upon arrival, I was warmly welcomed by Brad! He guided me through everything I'd need to know for my visit and made me feel very comfortable.

The space was everything I needed (and more) during my week long business trip in Seattle. The various amenities in Ballard were within walking distance, and Brad had very helpful recommendations for great food and coffee.

I would absolutely stay here in the future and can't wait to visit Seattle again."
3634	20928	10.0	10.0	55864373	Brad and Liz were wonderful hosts.  Spoke briefly with Brad the first day and from there was on my own.  Beautiful house in a great area.  Easy to get to bars and restaurants in Ballard as well as a short ride to Fremont.  Would definitely recommend to anyone looking to explore those areas and the rest of Seattle.
3635	20928	10.0	10.0	56760599	Brad and Liz were great host and the Alchemist's Den was lovely.
3636	20928	10.0	10.0	56960769	Great folks,  cool accommodations, and friendly cat.  Brad and Liz provide a winning Seattle experience in the hip Ballard neighborhood.   Excellent stay!
3637	20928	10.0	10.0	57271928	Pretty luxurious...warm, spacious, basically feels like your own apartment minus a stove. Very personable hosts as well.
6064	3975434	10.0	10.0	18772995	Victor was great! Nice room in a central location. 
6065	3975434	10.0	10.0	18868723	Vincent was accommodating with my arrival a bit later than expected and last minute reservation. The apartment is nicely furnished and within walking distance to some cafe's, nightlife, and not too far from the Space Needle. A few things to note, the washer/dryer are not located in the unit but in the building and require quarters and there is only 1 of each so you may have to wait to do a load. The bedroom is very tight and the bed is small and has a crease down the middle (because it is broken into a left side and right side then put together) and I didn't sleep well. There is also parking on the adjacent streets that was not too difficult to find (just don't park in front of the building or you will get a ticket). 
6066	3975434	10.0	10.0	19494405	Vincent's is in a neighborhood close to the Space Needle and a very pleasant walk toward downtown. He gave me a walking map to my conference and recommended a great coffee shop just around the corner that I stopped at 3 times. His style is minimal, everything is carefully placed and the apartment is spotlessly clean. The room was perfectly set up with a reading lamp, luggage rack, hangers in the closet and an operable window for fresh air. The bed is comfortable (I slept soundly) and the linens were new and comfortable. I would definitely stay with him again. 
6067	3975434	10.0	10.0	19583302	My girlfriend and I had a very nice time in Seattle and it was a delight to have Vincent as our host. He was a most friendly soul and considerate  he showed us around the place and was able to guide us to some very nice eateries in Belltown. All in all a most pleasant stay and a short distance to great nightlife. 
6068	3975434	10.0	10.0	19812037	I had a brief, one-night stay with Vincent when business kept me in Seattle for an extra night. He was a great host — friendly and responsive — and I found the private room in his apartment to be comfortable, quiet and very convenient to Seattle Center. Ask him about the amazing, life-changing work his nonprofit does around the world!
6069	3975434	10.0	10.0	19909638	Vincent was a great host and very considerate. He waited up to let us in because our flight arrived pretty late. The apartment is very centrally located and the room is comfortable. He was also very accommodating when our plans changed and we had to alter our reservation.
6070	3975434	10.0	10.0	28311657	"I really enjoyed staying at Vincent's apartment.   I came to Seattle to see my daughter (recent grad from UW) who lives very close by.  Vincent's apt is in a great location, near downtown, Lake Union, and you can see the space needle from his living room.
The room I stayed in was great.  The combination of cool Seattle air, quiet location (room faces back of apt), and comfy bed allowed me to sleep very well.
Vincent is a very friendly guy who made me feel immediately at home.  I was on the go most of my time in Seattle, but enjoyed the time I did spend at his place.   I was especially entertained by his playful cats.   Vincent has great knowledge of the city, although I already had my days planned out since I've visited Seattle many times.  "
6071	3975434	10.0	10.0	34316615	Vincent was an excellent host. I stayed at his place for 3+ weeks, while settling into Seattle, and throughly enjoyed my stay. The apartment was very spacious and very clean. There were tons of good places to eat and major transit lines within a few blocks. It is right next to Seattle center and situated in a really nice neighborhood. Vincent was accommodating, courteous and welcoming. Overall, it was a great experience and I would highly recommend staying here. 
6072	3975434	10.0	10.0	34786067	Wonderful location and cute cats. 
6073	3975434	10.0	10.0	35692684	Vincent was a fabulous host!! He was a very gracious and accommodating. The view from the apartment is amazing, and it's only a short walk to the Space Needle. There were lots of great cafes and coffee shops within walking distance as well. I'd stay here again just to stay in the super comfortable bed!! 
6074	3975434	10.0	10.0	36448418	"Vincent was a great host! He made us feel very welcomed from the first minute we arrived. The place is very beautiful and in a PERFECT location. He had everything ready for us when we arrived and we would definitely stay there again. The bed was so comfortable. 

Our interactions with Vincent definitely helped us get a feel for the culture of the city. He answered all the questions we had and got us in the right direction for exploring. We definitely recommend staying here."
6075	3975434	10.0	10.0	37401815	Vincent was a nice host. He prepared kinds of maps for traveling. I stayed there for one week. The location of apartment is convenient to take bus to downtown Seattle or walk to the Space Needle/Lake Union. Oh yeah, there are two cute cats you will like.
6076	3975434	10.0	10.0	38837077	This is a nice place to stay at a convenient location. Vincent is a great guy and very accommodating. 
6077	3975434	10.0	10.0	39792923	Vincent was a great host, he gave really detailed list of activities to do in and around Seattle, and pretty accommodating. He also at one point called to ask how we were doing on a rainy day which o thought was sincere. I would highly recommend his home for anyone looking for a really convenient neighborhood and great host.
6078	3975434	10.0	10.0	40164179	This was one of the best AirBNB locations I've ever booked. The room was exactly as described and very comfortable. Vincent was a great host, providing info on local points of interest and generally welcoming us into his home. His cats are cute and social as well. 
6079	3975434	10.0	10.0	41972484	Vincent was a great host. From the time I stepped in the door he made me feel at home in Seattle. He offers a lot of information about sightseeing and local places to eat. I would love to stay here again. Thanks Vincent!
6080	3975434	10.0	10.0	44538904	"We stayed here for around 20 days. The apartment is spacious and clean. It locates in a very nice, safe, and walkable area; It is close to a supermarket and space needle. There are also multiple restaurants around.

Vincent has been a welcomed host and accommodated our need for late checkout.

Hugo and Leo, the cats, are friendly and cute. We miss them already!"
6107	5487934	10.0	10.0	40021203	Louise was a fantastic host. She was quick to respond to my emails and very easy to communicate with. She offered cereal and eggs for breakfast which was very nice. You can see views of the lake from the kitchen, living room, and outside patio. It was neat to eat breakfast and watch as some small sea planes take off and land in the water (you can't hear them at all). The bed was comfortable and I had my own bathroom. The location of her place is a short walk from Fremont or a cheap and short uber ride $5 to $10 downtown or capital hill. 
6647	1167507	10.0	10.0	4926688	we much enjoyed our stay at Thomas & Leona's, they are a warm and friendly couple, very kind and helpful. Their knowledge and advice helped us  to  navigate, & explore  the city.  The rental was exactly as advertised: clean, warm, cozy  & yet spacious. the bed was very comfortable. The full kitchen and full bath were well supplied, & immaculately clean. The apartment was centrally located, nothing was more than a 25 minute drive away.  The immediate area is  quiet, the traffic, what there was, is minimal. There is a  small  jewel of a neighborhood park close by. We would return here in a heartbeat, and will recommend it highly.
6648	1167507	10.0	10.0	5103761	"The basement apartment was comfortable and VERY clean. Leona was kind and helpful with her advice on the area, and then left us on our own to enjoy the place, which we appreciated. 

I will mention that you can hear kid/s running upstairs and the very occasional conversation, but we didn't mind either as they were not too intrusive.

The location is great for exploring (somewhat posh) Queen Anne, and there are two nearby bus-stops for hitting other parts of town. I actually found the walk downtown both doable and enjoyable, but it's not for those unaccustomed to hills. "
6649	1167507	10.0	10.0	5189488	"I reserved this rental for my parents while they visited Seattle. Says my mother: ""The apt. was cozy, comfortable, and very clean.  A great home away from home with everything that you would need.  At check in, Leona was extremely helpful and courteous.  She gave us excellent info about the neighborhood and even included some grocery ads and coupons for the local markets.  I had a couple of questions while we were there.  I texted her and she gave an immediate response.  I would highly recommend this rental."""
6650	1167507	10.0	10.0	5268914	The Queen Anne apartment was perfect for our stay in Seattle! Getting to the Seattle Center was a short walk and it was also located to many grocery stores and small coffee shops. The apartment had everything we needed, from a lot of towels to a fully equipped kitchen. It really made us feel like we were living in Seattle rather than just passing by. Thomas and Leona were such gracious hosts and we hope to be back in Seattle soon!
6651	1167507	10.0	10.0	5367440	Great for 2 people - cozy, clean, quiet, well equipped.  If there are more than two in your crew, it could be a bit cramped.  If you are driving, hope  you are comfortable with steep hills ;-)
6652	1167507	10.0	10.0	5788307	This place was nicely decorated. Very clean. Nice neighborhood. They had a two headed shower that felt so wonderful. The bed was comfortable. Very private. The host was very nice.
6653	1167507	10.0	10.0	6530811	We had such an amazing holiday with Thomas & Leona. The place was fantastic, extremely clean, and exactly what we were looking for. Queen Anne is the perfect location to explore Seattle, only about 7 minutes walk (with the shortcut) to the Space Needle. Leona was always very accommodating and always offering to help us out. We had the best time here. Will definitely stay again next time we're in Seattle! Thank you!
6654	1167507	10.0	10.0	6707151	We had a perfect vacation at Leona and Thomas' place. The apartment was cozy, welcoming, clean, and tastefully appointed. Ideal for two people, or possibly for a couple with one or two small children. The location is great, in a charming neighborhood within easy walking distance of lots of cafes, restaurants, and attractions. Leona was a fabulous and attentive hostess. We felt lucky to have found this place. Thank you Leona and Thomas!
6655	1167507	10.0	10.0	6795249	Thomas and Leona were terrific hosts! Their ground floor apartment was nicely appointed, quiet and extremely clean. Leona was engaging and very helpful. She even gave tips for getting around. This was our first time using Airbnb, but thanks to our great experience with Thomas and Leona, it won’t be our last. We hope to stay with them again on our next visit to Seattle.
6656	1167507	10.0	10.0	7160713	We had a great time in Seattle. The MIL was the perfect home-base for us. We walked most everywhere and then took advantage of the nearby public transportation. Apartment was great, clean and well equipped, and in a nice quiet neighborhood. Not too far from eateries, grocery, drug store etc.,  The walk to city center as directed by Leona had great views of the city. Leona was very helpful and friendly. Queen Ann has a lot of ups and downs but the bus stop at Boston and 4th was an easy walk of only a few blocks (Taylor and Galer is a climb!). No complaints, better than a hotel. Thanks so much to Leona and Thomas!
6657	1167507	10.0	10.0	7679238	Greatly enjoyed our stay here. The unit was stylishly decorated and very clean. The kitchen had a good supply of dinner ware and utensils. The hosts provided good information on nearby restaurants. Great location with beautiful view of the city just down the street. The roads leading to the house were surprisingly steep. We had planned to rent bikes and ride to the house. Took the bikes by car instead.
6658	1167507	10.0	10.0	7858868	Clean, tidy and well equipped. The neighbourhood is fantastic but you have to be in good shape or use the public transport if you don't have a car. Great place to stay in Seattle.
6659	1167507	10.0	10.0	7956737	We needed to book at the last minute in Seattle and Thomas & Leona stepped right up.  Their apartment is a wonderful place to stay and is in a gorgeous neighborhood.  Leona responded right away to our messages and had everything set for us when we checked in.  We travel to Seattle several times a year and now wish we had known of Thomas & Leona's place before.  
6660	1167507	10.0	10.0	8139481	"We had a lovely time in Seattle, Tom and Leona's apartment looked just like the pictures, and was very clean.  They were very friendly and organized, and quickly replied to any questions we had.  I would only caution that the pull out sofa was not very comfortable. 

The location was close to all the attractions we wanted to go to, we had bought the Seattle City Pass.  We rented a car and were happy we did, there are a lot of hills in the area and it would have been difficult to walk especially with the kids. 

Thanks for having us!"
6661	1167507	10.0	10.0	8422301	Thomas & Leona's Mother-In-Law was clean, quiet, and well-organized, and they were gracious enough to host us last-minute!  The location is excellent. We had a great time exploring the lovely neighborhood and beyond.
6662	1167507	10.0	10.0	8529827	Such a wonderful place to stay. Just the right amount of space for a vacation or weekend getaway. Easy access to bus stops and just a short walk from Queen Anne's shops and restaurants, not to mention close to one of the best views of Seattle. Highly recommended!
6663	1167507	10.0	10.0	13419543	I cannot say enough good things about Thomas and Leona's rental. Everything was more than adequate for our needs. Their neighborhood is beautiful, very quiet, and easily accessible to restaurants and bus routes (we took bus 4 most of the time). They gave us great directions for our arrival, and they have a binder prepared with everything we needed as far as bus maps, restaurant suggestions, emergency info, etc. The living room is comfortable and cozy, and the kitchen was well equipped which allowed us to prepare many meals there. The bed is very comfortable with plenty of blankets and pillows. The weather was a little chilly for us Californians, so we took advantage of the heater they provided.  It was a perfect place for us, thank you, Thomas and Leona! 
6664	1167507	10.0	10.0	14129679	"Experience was wonderful.  Thomas and Leona were helpful and always responsive via text messaging.  I was in town with family and needed a getaway place...this was absolutely wonderful.  Close proximity to everything.  One of the biggest perks was the parking right in front of the apartment; for those who are not familiar with Seattle and you are driving, parking can be one of your worst nightmares.  The apartment stayed very cool, which is another Seattle element, very few (if any) locations will have AC. 

Overall, wonderful time and wonderful hosts.  It provided me a chance to get away and not be bothered by anyone.  Leona was certainly available via text, but as a true introvert, the lack of intrusion was just what I needed.  I also had the WONDERFUL surprise of coming back to cherries one night.  Thank you so much! "
6665	1167507	10.0	10.0	14282682	We loved this adorable Queen Anne Mother-In-Law!  We were celebrating our son's graduation from Seattle Pacific University and the location of this place was perfect.  Although we wish we had known about this MIL when our son was a freshman, we definitely plan to stay here for any future travel.  The hosts left us a note that we can stay pass check-out time (1:00pm) since nobody was checking in on that day.  We thought that was extra kind of them.  We would highly recommend this rental unit!
6666	1167507	10.0	10.0	15593061	Thomas and Leona were great hosts. The instructions for check in we're very clear and thorough. Their place was so comfortable and cozy. We had everything we needed for our stay! Plenty of towels, fully equipped kitchen so we could make our own meals, and a comfortable bed. I loved the attention to detail. There was a folder with lots of information and interesting facts about the area, as well as brochures about things to do in nearby Fremont. We will definitely be staying here again!
